customer_id,age,city,employment_type,monthly_income_inr,credit_score,tenure_months,loan_purpose,loan_amount_inr,existing_loans,dti_ratio,is_default
CR207991,41,Chennai,Self-Employed,58353.09,575,36,Education,264313.78,0,0.124,0
CR207992,21,Mumbai,Business Owner,20445.09,493,84,Medical,95064.56,0,0.057,0
CR207993,31,Ahmedabad,Self-Employed,113942.38,605,48,Education,1360661.1,1,0.255,0
CR207994,21,Mumbai,Freelancer,70930.23,586,12,Business Expansion,592995.95,0,0.656,0
CR207995,21,Hyderabad,Salaried,31328.21,619,60,Personal,224758.57,1,0.132,0
CR207996,26,Bangalore,Self-Employed,38991.14,603,12,Home Renovation,252453.22,0,0.504,0
CR207997,24,Chennai,Salaried,63171.96,639,48,Home Renovation,228944.53,0,0.036,0
CR207998,31,Hyderabad,Salaried,72774.79,637,24,Business Expansion,353647.61,1,0.234,0
CR207999,42,Delhi,Salaried,102520.97,560,36,Personal,753246.75,0,0.169,0
CR208000,51,Mumbai,Business Owner,117321.1,585,48,Debt Consolidation,691622.46,0,0.115,0
CR208001,25,Ahmedabad,Freelancer,15000.0,537,36,Business Expansion,109298.58,1,0.297,1
CR208002,26,Mumbai,Business Owner,35212.44,647,36,Personal,424208.62,2,0.422,0
CR208003,40,Pune,Salaried,97875.58,633,60,Debt Consolidation,302686.88,4,0.262,0
CR208004,43,Hyderabad,Business Owner,32317.44,655,24,Vehicle,145839.5,1,0.191,0
CR208005,27,Ahmedabad,Freelancer,91775.3,557,48,Home Renovation,882746.46,3,0.306,1
CR208006,40,Bangalore,Salaried,94352.17,532,60,Personal,705622.19,1,0.218,0
CR208007,29,Bangalore,Self-Employed,73543.21,532,84,Vehicle,431851.07,1,0.116,0
CR208008,27,Mumbai,Freelancer,15000.0,601,24,Vehicle,126924.87,1,0.386,0
CR208009,21,Bangalore,Self-Employed,62383.98,667,84,Home Renovation,665700.2,1,0.156,0
CR208010,31,Ahmedabad,Salaried,48392.98,574,24,Vehicle,598144.33,1,0.58,0
CR208011,24,Ahmedabad,Self-Employed,41304.13,559,36,Home Renovation,523814.77,0,0.306,0
CR208012,40,Bangalore,Salaried,24011.59,630,84,Home Renovation,143827.03,3,0.233,1
CR208013,28,Bangalore,Salaried,95201.76,636,36,Personal,1015132.25,0,0.327,0
CR208014,37,Chennai,Freelancer,67390.83,542,60,Business Expansion,625345.93,2,0.283,0
CR208015,36,Hyderabad,Self-Employed,38108.04,564,36,Personal,427410.58,0,0.304,0
CR208016,26,Chennai,Salaried,15000.0,494,36,Debt Consolidation,87785.82,0,0.165,0
CR208017,33,Bangalore,Self-Employed,45366.35,617,36,Personal,383333.27,1,0.304,0
CR208018,34,Bangalore,Self-Employed,68285.16,570,60,Personal,376811.1,0,0.099,0
CR208019,33,Delhi,Salaried,20837.45,618,36,Home Renovation,258966.62,1,0.387,0
CR208020,37,Kolkata,Salaried,102768.0,580,24,Personal,1348904.62,1,0.633,0
CR208021,29,Kolkata,Self-Employed,28147.04,517,48,Personal,334985.14,2,0.339,0
CR208022,34,Hyderabad,Business Owner,112030.64,665,60,Vehicle,600409.64,1,0.139,0
CR208023,21,Chennai,Business Owner,63974.53,561,36,Vehicle,507776.69,1,0.287,0
CR208024,46,Delhi,Freelancer,17656.16,558,24,Vehicle,93685.83,2,0.282,0
CR208025,48,Ahmedabad,Salaried,17795.1,593,60,Business Expansion,165947.72,0,0.138,0
CR208026,38,Chennai,Salaried,88588.56,595,36,Home Renovation,1118564.11,0,0.308,0
CR208027,36,Hyderabad,Salaried,47488.04,640,36,Business Expansion,603903.11,3,0.455,0
CR208028,35,Chennai,Salaried,52449.28,599,84,Vehicle,197311.2,0,0.05,0
CR208029,26,Pune,Salaried,15000.0,539,48,Education,76951.03,1,0.146,0
CR208030,38,Bangalore,Self-Employed,44170.64,568,48,Medical,464776.03,0,0.248,1
CR208031,36,Kolkata,Freelancer,34678.38,561,84,Personal,117910.43,2,0.142,0
CR208032,27,Ahmedabad,Salaried,43274.43,541,24,Debt Consolidation,371587.44,1,0.44,0
CR208033,39,Ahmedabad,Self-Employed,73308.94,588,12,Personal,222522.34,3,0.4,0
CR208034,30,Pune,Business Owner,114098.71,634,60,Education,446377.98,0,0.088,0
CR208035,28,Chennai,Salaried,43029.42,526,36,Business Expansion,227356.3,1,0.177,0
CR208036,42,Pune,Self-Employed,107946.36,642,36,Home Renovation,1319369.71,0,0.364,0
CR208037,23,Kolkata,Business Owner,34570.08,583,48,Education,450915.55,1,0.329,0
CR208038,32,Pune,Salaried,47806.24,603,60,Medical,586984.14,0,0.233,0
CR208039,29,Bangalore,Salaried,65356.41,537,24,Personal,534824.72,2,0.437,0
CR208040,44,Chennai,Salaried,30221.62,584,12,Medical,176165.73,0,0.452,0
CR208041,44,Pune,Business Owner,126069.68,569,48,Personal,688135.48,2,0.208,0
CR208042,39,Pune,Business Owner,52491.97,669,48,Business Expansion,447678.63,0,0.179,0
CR208043,32,Bangalore,Self-Employed,60180.54,541,12,Personal,821221.34,2,0.85,0
CR208044,41,Kolkata,Salaried,25924.02,667,36,Debt Consolidation,310484.99,2,0.411,0
CR208045,29,Hyderabad,Salaried,114794.45,587,12,Home Renovation,1293612.08,0,0.85,0
CR208046,42,Hyderabad,Self-Employed,81082.78,580,12,Home Renovation,404452.93,1,0.447,0
CR208047,26,Mumbai,Salaried,45827.39,662,12,Personal,619678.15,0,0.85,0
CR208048,36,Mumbai,Self-Employed,44572.46,575,12,Business Expansion,508176.79,1,0.85,0
CR208049,38,Hyderabad,Freelancer,69978.12,655,12,Debt Consolidation,699019.78,0,0.808,0
CR208050,25,Chennai,Salaried,72867.05,567,48,Business Expansion,584875.17,1,0.258,0
CR208051,21,Ahmedabad,Freelancer,27433.73,561,24,Debt Consolidation,192957.01,1,0.354,0
CR208052,21,Kolkata,Business Owner,25082.6,559,12,Business Expansion,209830.29,0,0.662,0
CR208053,36,Ahmedabad,Salaried,64701.2,627,48,Business Expansion,777090.41,0,0.212,0
CR208054,48,Kolkata,Salaried,94008.49,570,36,Education,959843.53,0,0.308,1
CR208055,28,Hyderabad,Salaried,97051.54,570,24,Personal,607841.48,0,0.275,0
CR208056,32,Chennai,Salaried,71575.75,583,24,Education,880170.84,1,0.517,0
CR208057,40,Delhi,Freelancer,109883.98,619,12,Vehicle,546078.34,1,0.454,0
CR208058,28,Pune,Salaried,39412.6,534,12,Personal,453378.65,0,0.85,0
CR208059,36,Delhi,Self-Employed,35355.67,642,48,Personal,203426.22,1,0.122,0
CR208060,26,Kolkata,Self-Employed,56059.88,482,48,Personal,587881.65,0,0.202,0
CR208061,48,Hyderabad,Salaried,99573.53,579,48,Business Expansion,490415.82,1,0.13,0
CR208062,32,Hyderabad,Salaried,52884.4,608,12,Debt Consolidation,605224.63,1,0.85,0
CR208063,30,Chennai,Self-Employed,33714.11,578,48,Vehicle,309201.04,1,0.232,0
CR208064,33,Chennai,Salaried,31811.05,636,24,Home Renovation,280558.79,1,0.375,1
CR208065,59,Mumbai,Salaried,62890.05,616,48,Vehicle,609896.94,1,0.26,0
CR208066,27,Hyderabad,Self-Employed,72021.17,627,12,Education,596631.35,3,0.808,1
CR208067,37,Bangalore,Salaried,107501.82,505,24,Personal,338196.69,0,0.113,0
CR208068,30,Delhi,Salaried,69190.48,646,24,Vehicle,485306.36,1,0.378,0
CR208069,33,Hyderabad,Freelancer,15000.0,606,12,Business Expansion,152432.12,0,0.85,0
CR208070,31,Pune,Self-Employed,31865.89,567,48,Vehicle,365829.02,0,0.255,0
CR208071,21,Mumbai,Salaried,52428.3,668,48,Personal,395821.34,2,0.276,0
CR208072,29,Mumbai,Self-Employed,67502.32,588,12,Medical,562985.6,0,0.727,0
CR208073,45,Delhi,Salaried,25432.91,571,48,Medical,141297.04,0,0.131,0
CR208074,33,Pune,Salaried,43075.9,620,60,Home Renovation,444693.26,0,0.149,0
CR208075,30,Hyderabad,Salaried,26345.33,539,24,Home Renovation,310080.71,1,0.589,0
CR208076,29,Ahmedabad,Salaried,75199.85,581,24,Personal,657041.38,2,0.497,0
CR208077,45,Mumbai,Business Owner,115995.84,592,36,Vehicle,455941.99,2,0.2,0
CR208078,44,Hyderabad,Business Owner,61434.56,632,60,Home Renovation,647923.58,0,0.181,0
CR208079,31,Chennai,Self-Employed,49379.88,627,36,Personal,188569.74,0,0.137,0
CR208080,30,Bangalore,Business Owner,106856.91,610,24,Education,1367549.06,2,0.666,0
CR208081,30,Chennai,Salaried,54370.99,669,24,Medical,625216.2,1,0.549,0
CR208082,21,Chennai,Freelancer,74175.9,609,84,Home Renovation,520089.72,1,0.155,0
CR208083,38,Delhi,Freelancer,39134.44,591,12,Vehicle,503284.77,1,0.85,0
CR208084,32,Delhi,Salaried,56478.16,602,36,Vehicle,450809.53,0,0.26,0
CR208085,32,Delhi,Freelancer,43525.52,674,48,Personal,583873.42,0,0.236,0
CR208086,32,Ahmedabad,Salaried,97395.23,591,36,Vehicle,463508.57,1,0.191,1
CR208087,28,Delhi,Freelancer,15000.0,541,12,Debt Consolidation,47677.38,0,0.277,1
CR208088,38,Pune,Freelancer,68875.13,653,48,Personal,620755.38,1,0.283,0
CR208089,43,Bangalore,Business Owner,160001.58,705,60,Personal,1408652.13,1,0.149,0
CR208090,43,Kolkata,Salaried,27649.73,530,48,Medical,231566.3,0,0.129,0
CR208091,51,Ahmedabad,Freelancer,28966.99,612,84,Home Renovation,185540.62,0,0.071,0
CR208092,42,Delhi,Business Owner,129222.45,568,36,Personal,1752433.3,2,0.518,1
CR208093,41,Hyderabad,Freelancer,15000.0,532,48,Personal,153854.93,0,0.248,1
CR208094,21,Kolkata,Self-Employed,74119.04,582,24,Debt Consolidation,361358.65,0,0.193,1
CR208095,35,Mumbai,Business Owner,30455.15,553,36,Personal,172828.0,1,0.222,0
CR208096,51,Chennai,Business Owner,148438.01,547,24,Business Expansion,2071451.11,0,0.544,0
CR208097,41,Hyderabad,Business Owner,189152.37,642,12,Business Expansion,748108.96,1,0.424,0
CR208098,25,Pune,Business Owner,87015.3,563,48,Personal,436909.51,2,0.239,0
CR208099,41,Mumbai,Salaried,73517.9,583,60,Personal,858518.95,2,0.336,0
CR208100,37,Kolkata,Salaried,87219.43,596,36,Personal,772167.6,0,0.204,0
CR208101,35,Pune,Self-Employed,73609.85,552,12,Personal,830490.21,0,0.85,0
CR208102,33,Chennai,Business Owner,105481.68,545,48,Home Renovation,979630.43,2,0.341,0
CR208103,25,Delhi,Salaried,39783.65,613,24,Home Renovation,331365.76,1,0.402,0
CR208104,36,Pune,Self-Employed,66761.35,595,60,Personal,523771.86,1,0.215,0
CR208105,27,Chennai,Self-Employed,47849.87,535,60,Personal,618187.67,0,0.195,0
CR208106,23,Pune,Self-Employed,22379.53,584,84,Personal,127934.88,0,0.059,0
CR208107,32,Chennai,Self-Employed,114867.29,632,36,Personal,464418.57,0,0.091,0
CR208108,21,Ahmedabad,Salaried,24596.8,592,48,Vehicle,286409.16,0,0.196,0
CR208109,30,Mumbai,Salaried,48068.6,481,24,Vehicle,282305.25,2,0.385,0
CR208110,31,Mumbai,Business Owner,30165.91,562,12,Debt Consolidation,189735.15,0,0.567,0
CR208111,26,Mumbai,Salaried,30383.9,522,24,Personal,369483.44,1,0.553,0
CR208112,30,Hyderabad,Salaried,41200.89,570,48,Business Expansion,138381.36,2,0.161,0
CR208113,30,Mumbai,Salaried,84998.22,578,60,Medical,860015.53,2,0.269,0
CR208114,23,Chennai,Salaried,17641.31,538,24,Education,89945.93,0,0.253,0
CR208115,35,Chennai,Business Owner,67266.1,557,36,Personal,927086.27,1,0.457,0
CR208116,32,Chennai,Salaried,53607.36,567,24,Personal,570526.14,1,0.483,0
CR208117,22,Delhi,Salaried,15000.0,570,60,Vehicle,191946.15,0,0.217,0
CR208118,28,Chennai,Salaried,51391.59,595,84,Debt Consolidation,470207.86,0,0.073,0
CR208119,38,Bangalore,Salaried,46551.87,628,24,Vehicle,197839.74,0,0.129,0
CR208120,29,Chennai,Salaried,24767.71,537,60,Personal,343915.56,1,0.259,0
CR208121,39,Kolkata,Business Owner,45260.67,616,36,Personal,210631.6,0,0.132,0
CR208122,44,Mumbai,Self-Employed,102675.81,590,36,Vehicle,460717.46,1,0.194,0
CR208123,62,Bangalore,Salaried,92332.38,616,36,Debt Consolidation,1195223.99,0,0.339,0
CR208124,25,Mumbai,Salaried,79228.47,532,24,Business Expansion,945068.21,1,0.532,0
CR208125,43,Bangalore,Salaried,40414.85,601,84,Vehicle,246430.39,0,0.071,0
CR208126,43,Ahmedabad,Business Owner,92285.23,597,48,Home Renovation,1270356.94,0,0.301,0
CR208127,34,Pune,Freelancer,80364.14,590,36,Vehicle,814011.89,3,0.468,0
CR208128,49,Delhi,Salaried,58869.79,620,60,Home Renovation,584151.99,2,0.279,0
CR208129,23,Chennai,Freelancer,39402.6,589,84,Vehicle,445981.7,1,0.165,0
CR208130,33,Ahmedabad,Salaried,68329.93,618,36,Personal,453721.67,1,0.188,0
CR208131,39,Delhi,Business Owner,28100.59,533,48,Medical,261184.64,1,0.259,0
CR208132,32,Delhi,Salaried,40160.34,623,60,Vehicle,287488.67,2,0.172,0
CR208133,35,Kolkata,Salaried,87077.57,648,84,Business Expansion,969870.34,0,0.11,0
CR208134,30,Kolkata,Salaried,78207.91,565,60,Personal,819754.97,0,0.169,1
CR208135,44,Bangalore,Self-Employed,36836.46,543,24,Education,133571.48,0,0.154,0
CR208136,58,Bangalore,Self-Employed,41880.09,583,36,Medical,383799.8,1,0.324,0
CR208137,21,Kolkata,Salaried,40239.39,473,36,Business Expansion,266829.57,1,0.191,0
CR208138,54,Chennai,Self-Employed,68530.5,653,48,Home Renovation,307693.05,0,0.058,0
CR208139,50,Delhi,Salaried,61869.54,587,60,Business Expansion,580486.91,1,0.161,1
CR208140,40,Hyderabad,Salaried,81298.13,698,48,Home Renovation,423419.87,0,0.129,0
CR208141,32,Kolkata,Salaried,47923.97,507,24,Education,565838.82,2,0.64,1
CR208142,36,Kolkata,Salaried,55362.06,551,24,Debt Consolidation,697259.06,0,0.553,0
CR208143,39,Pune,Self-Employed,86951.49,545,60,Home Renovation,411972.63,1,0.178,0
CR208144,48,Ahmedabad,Self-Employed,78323.64,636,84,Debt Consolidation,495679.0,0,0.054,0
CR208145,27,Bangalore,Salaried,49151.41,598,48,Home Renovation,233243.85,2,0.192,0
CR208146,43,Hyderabad,Self-Employed,86899.79,659,12,Medical,375473.78,1,0.425,0
CR208147,58,Bangalore,Salaried,121730.15,706,36,Personal,1412682.04,1,0.327,0
CR208148,32,Mumbai,Self-Employed,106098.79,532,36,Business Expansion,770395.36,0,0.223,0
CR208149,38,Chennai,Salaried,74858.9,622,36,Medical,873399.09,0,0.331,0
CR208150,31,Delhi,Self-Employed,22979.46,564,24,Debt Consolidation,165125.96,0,0.267,1
CR208151,21,Kolkata,Salaried,74003.38,633,24,Medical,1002834.5,1,0.641,0
CR208152,30,Hyderabad,Freelancer,53268.08,652,48,Debt Consolidation,581476.23,1,0.24,1
CR208153,23,Ahmedabad,Salaried,37228.74,591,60,Business Expansion,120783.61,0,0.077,0
CR208154,42,Ahmedabad,Salaried,44861.06,526,36,Home Renovation,505771.5,1,0.41,0
CR208155,21,Ahmedabad,Salaried,27583.85,471,36,Personal,357262.83,1,0.432,0
CR208156,47,Bangalore,Self-Employed,91338.79,602,36,Personal,715740.28,3,0.359,1
CR208157,23,Delhi,Salaried,35049.48,553,24,Education,335705.92,0,0.442,0
CR208158,37,Ahmedabad,Freelancer,76511.21,603,36,Personal,625640.7,3,0.413,0
CR208159,36,Ahmedabad,Salaried,73591.27,554,36,Home Renovation,835153.48,1,0.346,1
CR208160,37,Hyderabad,Salaried,81733.65,666,24,Personal,538309.08,0,0.231,0
CR208161,33,Pune,Business Owner,52161.61,563,36,Business Expansion,388436.98,2,0.33,1
CR208162,25,Pune,Salaried,25536.88,524,60,Personal,347513.77,1,0.301,0
CR208163,21,Ahmedabad,Self-Employed,17681.98,609,24,Vehicle,130755.29,1,0.371,0
CR208164,22,Mumbai,Salaried,22896.7,583,24,Personal,100132.25,0,0.181,0
CR208165,32,Kolkata,Salaried,49193.58,500,36,Debt Consolidation,581744.33,2,0.417,0
CR208166,40,Hyderabad,Salaried,56168.07,641,48,Education,286930.99,1,0.205,0
CR208167,35,Ahmedabad,Salaried,78784.8,539,48,Vehicle,419293.61,1,0.181,0
CR208168,44,Chennai,Salaried,93956.85,597,24,Home Renovation,423157.26,0,0.183,0
CR208169,37,Pune,Self-Employed,27341.82,585,36,Medical,202113.32,1,0.229,1
CR208170,29,Delhi,Salaried,117556.89,607,12,Business Expansion,609956.68,0,0.395,1
CR208171,33,Ahmedabad,Salaried,52081.08,625,84,Vehicle,567934.48,2,0.228,0
CR208172,36,Ahmedabad,Business Owner,127374.16,626,36,Personal,1480259.51,0,0.323,0
CR208173,34,Kolkata,Freelancer,27892.16,652,24,Debt Consolidation,336761.58,2,0.594,0
CR208174,37,Chennai,Salaried,156071.3,563,84,Personal,867332.53,1,0.116,1
CR208175,45,Ahmedabad,Salaried,66214.51,640,36,Personal,727061.58,1,0.327,0
CR208176,40,Hyderabad,Business Owner,121795.17,529,24,Personal,565875.79,0,0.196,0
CR208177,53,Ahmedabad,Salaried,34569.85,659,36,Home Renovation,383017.5,1,0.311,0
CR208178,28,Kolkata,Salaried,35665.45,574,24,Debt Consolidation,300869.98,0,0.353,0
CR208179,49,Kolkata,Salaried,42182.19,686,36,Vehicle,422343.97,0,0.235,0
CR208180,38,Bangalore,Salaried,79728.65,587,36,Education,878385.51,2,0.36,0
CR208181,25,Hyderabad,Self-Employed,41868.41,607,60,Personal,341604.06,1,0.172,0
CR208182,30,Pune,Business Owner,138652.96,586,24,Debt Consolidation,918388.86,0,0.258,0
CR208183,29,Mumbai,Business Owner,72660.8,616,24,Vehicle,541225.45,1,0.318,0
CR208184,39,Mumbai,Salaried,76842.71,574,36,Vehicle,440290.17,2,0.266,0
CR208185,21,Mumbai,Salaried,37627.15,632,48,Medical,283393.76,2,0.296,0
CR208186,60,Ahmedabad,Salaried,50676.71,578,84,Personal,579393.21,1,0.137,0
CR208187,39,Mumbai,Salaried,78089.72,549,84,Vehicle,295144.31,0,0.044,0
CR208188,43,Mumbai,Salaried,70818.84,565,36,Vehicle,761951.51,1,0.348,0
CR208189,28,Delhi,Freelancer,46056.91,634,48,Home Renovation,402354.0,0,0.214,0
CR208190,29,Mumbai,Self-Employed,40865.27,528,12,Business Expansion,417949.24,0,0.85,0
CR208191,45,Ahmedabad,Salaried,43704.97,611,24,Personal,348822.31,2,0.467,0
CR208192,21,Ahmedabad,Business Owner,41682.88,565,48,Business Expansion,413126.57,1,0.3,0
CR208193,37,Ahmedabad,Freelancer,67078.6,625,36,Vehicle,246155.13,0,0.132,0
CR208194,38,Ahmedabad,Self-Employed,35946.43,549,36,Personal,373501.97,2,0.353,0
CR208195,29,Delhi,Business Owner,99754.81,497,36,Business Expansion,451231.54,1,0.177,0
CR208196,43,Chennai,Self-Employed,61587.78,584,24,Personal,431458.58,1,0.323,0
CR208197,36,Mumbai,Salaried,39212.56,632,60,Personal,387644.07,0,0.195,0
CR208198,26,Hyderabad,Business Owner,29661.09,596,48,Personal,199566.73,0,0.129,0
CR208199,37,Chennai,Self-Employed,113682.77,635,48,Vehicle,578729.44,2,0.175,0
CR208200,34,Hyderabad,Self-Employed,78629.58,610,48,Personal,401691.4,1,0.149,0
CR208201,37,Hyderabad,Freelancer,58799.93,628,24,Medical,233507.27,0,0.158,0
CR208202,26,Kolkata,Freelancer,15950.51,622,24,Education,109469.3,1,0.315,0
CR208203,25,Kolkata,Self-Employed,46121.89,540,60,Home Renovation,276167.65,2,0.173,1
CR208204,33,Pune,Salaried,64722.89,588,84,Debt Consolidation,603775.59,0,0.064,0
CR208205,36,Pune,Salaried,43853.09,615,12,Debt Consolidation,353844.78,1,0.71,0
CR208206,42,Hyderabad,Self-Employed,45960.08,580,36,Vehicle,614212.86,1,0.408,0
CR208207,30,Pune,Freelancer,56626.12,542,12,Business Expansion,644201.84,2,0.85,0
CR208208,34,Chennai,Salaried,93573.36,656,24,Debt Consolidation,300432.68,0,0.171,0
CR208209,32,Hyderabad,Freelancer,43525.53,546,36,Home Renovation,396761.16,1,0.324,1
CR208210,36,Bangalore,Salaried,17165.95,545,48,Personal,81544.54,0,0.098,0
CR208211,34,Ahmedabad,Salaried,74848.18,656,48,Medical,283295.77,1,0.139,0
CR208212,25,Kolkata,Salaried,34490.3,533,48,Vehicle,246747.87,2,0.218,0
CR208213,28,Ahmedabad,Salaried,83636.69,542,24,Personal,716989.86,1,0.408,0
CR208214,27,Chennai,Business Owner,40543.92,577,12,Education,437531.96,1,0.85,0
CR208215,48,Mumbai,Salaried,41644.49,621,48,Debt Consolidation,523627.13,0,0.229,0
CR208216,41,Bangalore,Salaried,34154.62,648,48,Personal,407466.14,1,0.253,0
CR208217,35,Ahmedabad,Freelancer,42034.85,533,24,Vehicle,298400.31,2,0.349,0
CR208218,39,Ahmedabad,Business Owner,167497.83,633,84,Medical,1312246.74,1,0.179,1
CR208219,30,Kolkata,Freelancer,92359.82,517,12,Personal,1016064.08,0,0.85,1
CR208220,21,Chennai,Salaried,57446.32,563,48,Vehicle,237400.65,0,0.073,0
CR208221,36,Chennai,Salaried,31024.36,544,36,Business Expansion,385045.67,1,0.412,0
CR208222,21,Delhi,Salaried,25843.29,572,12,Debt Consolidation,132089.61,1,0.521,0
CR208223,39,Bangalore,Salaried,53205.03,655,24,Education,329639.99,1,0.293,0
CR208224,34,Pune,Salaried,30179.71,567,48,Personal,255986.67,1,0.197,0
CR208225,25,Hyderabad,Business Owner,67005.71,613,36,Vehicle,860884.19,2,0.489,0
CR208226,54,Hyderabad,Business Owner,110835.2,681,60,Debt Consolidation,1368828.43,1,0.25,0
CR208227,42,Pune,Self-Employed,74241.2,634,24,Vehicle,298055.08,0,0.172,0
CR208228,36,Ahmedabad,Business Owner,30406.41,533,84,Vehicle,342363.48,3,0.321,0
CR208229,38,Mumbai,Salaried,71046.4,590,24,Personal,948194.92,3,0.668,1
CR208230,28,Pune,Salaried,129861.54,664,12,Home Renovation,1454564.0,1,0.85,0
CR208231,36,Kolkata,Salaried,15000.0,560,36,Personal,99195.0,1,0.216,0
CR208232,33,Mumbai,Salaried,93400.18,563,48,Medical,513704.61,2,0.185,0
CR208233,21,Kolkata,Freelancer,67523.55,538,60,Home Renovation,481801.02,1,0.132,0
CR208234,22,Bangalore,Salaried,45919.28,561,48,Vehicle,539778.66,2,0.32,0
CR208235,43,Mumbai,Salaried,19555.36,507,24,Vehicle,112718.67,2,0.351,0
CR208236,21,Pune,Salaried,71711.42,552,84,Personal,946085.13,0,0.177,0
CR208237,38,Pune,Salaried,19358.34,614,24,Business Expansion,167796.39,0,0.324,0
CR208238,40,Mumbai,Salaried,22781.13,611,48,Home Renovation,173214.3,2,0.238,0
CR208239,26,Bangalore,Salaried,100530.29,565,24,Personal,415166.91,1,0.237,0
CR208240,29,Chennai,Self-Employed,19931.77,479,48,Education,174177.51,1,0.194,0
CR208241,42,Pune,Business Owner,107917.71,587,60,Business Expansion,485119.74,2,0.224,0
CR208242,34,Ahmedabad,Salaried,41013.79,566,48,Education,554280.36,1,0.286,1
CR208243,37,Hyderabad,Salaried,19588.02,558,60,Business Expansion,63237.61,1,0.091,0
CR208244,57,Pune,Salaried,152616.92,683,12,Personal,1414131.52,0,0.798,0
CR208245,29,Ahmedabad,Salaried,73853.77,587,12,Debt Consolidation,660735.2,1,0.748,0
CR208246,30,Mumbai,Salaried,18136.83,546,48,Business Expansion,77608.27,0,0.113,0
CR208247,25,Mumbai,Salaried,28601.14,588,48,Personal,371898.68,1,0.336,0
CR208248,24,Kolkata,Salaried,36870.12,552,36,Medical,343773.14,0,0.301,0
CR208249,41,Mumbai,Business Owner,119894.03,624,12,Medical,652066.83,0,0.49,0
CR208250,41,Hyderabad,Salaried,35166.51,550,36,Business Expansion,281445.22,1,0.287,1
CR208251,40,Chennai,Salaried,42474.1,584,48,Vehicle,342680.69,1,0.213,0
CR208252,48,Hyderabad,Self-Employed,65723.15,589,12,Education,616440.88,0,0.791,0
CR208253,31,Pune,Salaried,17519.41,554,48,Personal,228027.74,0,0.265,0
CR208254,38,Kolkata,Self-Employed,31353.79,576,24,Personal,333566.78,0,0.411,1
CR208255,23,Pune,Salaried,37623.63,557,24,Business Expansion,296510.36,2,0.388,0
CR208256,31,Kolkata,Self-Employed,18834.92,489,48,Medical,239999.75,1,0.267,1
CR208257,47,Ahmedabad,Salaried,117015.36,651,48,Personal,1374253.76,1,0.284,0
CR208258,42,Bangalore,Salaried,30433.98,552,48,Medical,264920.21,0,0.202,0
CR208259,21,Hyderabad,Salaried,78659.68,491,24,Home Renovation,291112.42,2,0.212,0
CR208260,28,Hyderabad,Business Owner,30538.33,537,24,Business Expansion,92453.1,0,0.172,0
CR208261,30,Mumbai,Self-Employed,43083.92,539,48,Debt Consolidation,299822.76,0,0.174,0
CR208262,29,Chennai,Salaried,29921.25,579,84,Home Renovation,319183.21,0,0.08,0
CR208263,36,Delhi,Salaried,73266.47,688,48,Personal,693131.3,1,0.253,1
CR208264,21,Delhi,Business Owner,102427.35,567,36,Personal,763411.45,0,0.194,0
CR208265,34,Hyderabad,Business Owner,88444.49,620,12,Debt Consolidation,618189.32,0,0.603,0
CR208266,33,Pune,Salaried,97728.0,598,36,Home Renovation,584789.21,0,0.148,0
CR208267,32,Kolkata,Freelancer,38306.73,599,36,Personal,492021.77,0,0.402,0
CR208268,50,Hyderabad,Salaried,50365.15,561,24,Personal,371528.11,2,0.376,0
CR208269,29,Delhi,Salaried,47978.07,590,12,Vehicle,380046.59,3,0.79,1
CR208270,41,Mumbai,Freelancer,65889.62,562,48,Vehicle,236758.97,1,0.155,0
CR208271,53,Pune,Self-Employed,131251.64,527,48,Debt Consolidation,469749.66,2,0.2,0
CR208272,46,Hyderabad,Salaried,48166.09,656,24,Vehicle,288970.47,1,0.305,0
CR208273,35,Ahmedabad,Salaried,61865.01,574,36,Personal,227350.31,1,0.176,0
CR208274,35,Kolkata,Salaried,39518.86,568,36,Education,393567.71,1,0.343,0
CR208275,39,Hyderabad,Self-Employed,135476.59,623,36,Business Expansion,458069.69,2,0.16,0
CR208276,54,Pune,Salaried,63574.76,644,84,Home Renovation,797848.0,1,0.209,0
CR208277,22,Chennai,Salaried,34922.28,596,24,Education,109597.33,0,0.18,0
CR208278,28,Ahmedabad,Business Owner,55299.55,544,24,Education,736365.59,1,0.648,0
CR208279,21,Mumbai,Salaried,92426.7,554,60,Home Renovation,606916.56,0,0.081,0
CR208280,31,Ahmedabad,Salaried,114520.04,684,24,Vehicle,1114961.69,1,0.453,0
CR208281,31,Kolkata,Freelancer,40510.91,529,24,Business Expansion,456823.02,1,0.505,0
CR208282,27,Chennai,Freelancer,22604.51,574,48,Personal,170048.91,3,0.302,0
CR208283,23,Kolkata,Business Owner,42158.88,560,24,Business Expansion,274532.25,1,0.346,0
CR208284,44,Kolkata,Salaried,20443.13,529,12,Medical,154003.59,0,0.591,1
CR208285,32,Bangalore,Business Owner,37549.79,549,12,Vehicle,464282.45,0,0.85,0
CR208286,27,Pune,Salaried,90898.79,575,60,Business Expansion,382993.98,0,0.112,0
CR208287,37,Kolkata,Salaried,42600.91,535,24,Vehicle,235171.09,0,0.272,0
CR208288,27,Delhi,Self-Employed,77458.59,583,12,Personal,852703.91,1,0.85,0
CR208289,51,Chennai,Freelancer,63270.16,601,12,Medical,353765.18,2,0.536,0
CR208290,22,Hyderabad,Salaried,25347.8,496,12,Personal,166285.42,0,0.516,1
